line,cefr,infinitive,grupp,status,reasons
1388,"C2","alstra",1,fail,"empty imperativ on non-modal verb"
1389,"C2","värka",2b,fail,"empty imperativ on non-modal verb"
1390,"C2","inställa",2a,fail,"empty imperativ on non-modal verb"
1391,"C2","programmera",1,fail,"empty imperativ on non-modal verb"
1392,"C2","gjuta",,fail,"empty imperativ on non-modal verb"
1393,"C2","smörja",,fail,"empty imperativ on non-modal verb"
1394,"C2","ådra",1,fail,"empty imperativ on non-modal verb"
1395,"C2","konsultera",1,fail,"empty imperativ on non-modal verb"
1396,"C2","återuppliva",1,fail,"empty imperativ on non-modal verb"
1397,"C2","utsända",,fail,"empty imperativ on non-modal verb"
1398,"C2","förstora",1,fail,"empty imperativ on non-modal verb"
1399,"C2","överträda",,fail,"empty imperativ on non-modal verb"
1400,"C2","imitera",1,fail,"empty imperativ on non-modal verb"
1401,"C2","skissera",1,fail,"empty imperativ on non-modal verb"
1402,"C2","flamma",1,fail,"empty imperativ on non-modal verb"
1403,"C2","försona",1,fail,"empty imperativ on non-modal verb"
1404,"C2","utlämna",1,fail,"empty imperativ on non-modal verb"
1405,"C2","annullera",1,fail,"empty imperativ on non-modal verb"
1406,"C2","förvirra",1,fail,"empty imperativ on non-modal verb"
1407,"C2","larma",1,fail,"empty imperativ on non-modal verb"
1408,"C2","mätta",1,fail,"empty imperativ on non-modal verb"
1409,"C2","övernatta",1,fail,"empty imperativ on non-modal verb"
1410,"C2","instruera",1,fail,"empty imperativ on non-modal verb"
1411,"C2","rengöra",,fail,"empty imperativ on non-modal verb"
1412,"C2","tillmötesgå",,fail,"empty imperativ on non-modal verb"
1413,"C2","avla",1,fail,"empty imperativ on non-modal verb"
1414,"C2","återbetala",1,fail,"empty imperativ on non-modal verb"
1415,"C2","beväpna",1,fail,"empty imperativ on non-modal verb"
1416,"C2","glänsa",2b,fail,"empty imperativ on non-modal verb"
1417,"C2","deponera",1,fail,"empty imperativ on non-modal verb"
1418,"C2","medfölja",2a,fail,"empty imperativ on non-modal verb"
1419,"C2","koordinera",1,fail,"empty imperativ on non-modal verb"
1420,"C2","pipa",,fail,"empty imperativ on non-modal verb"
1421,"C2","gräla",1,fail,"empty imperativ on non-modal verb"
1422,"C2","ljuda",,fail,"empty imperativ on non-modal verb"
1423,"C2","debitera",1,fail,"empty imperativ on non-modal verb"
1424,"C2","dundra",1,fail,"empty imperativ on non-modal verb"
1425,"C2","rekonstruera",1,fail,"empty imperativ on non-modal verb"
1426,"C2","arkivera",1,fail,"empty imperativ on non-modal verb"
1427,"C2","strejka",1,fail,"empty imperativ on non-modal verb"
1428,"C2","stinka",1,fail,"empty imperativ on non-modal verb"
1429,"C2","frikänna",,fail,"empty imperativ on non-modal verb"
1430,"C2","hetta",1,fail,"empty imperativ on non-modal verb"
1431,"C2","rådfråga",1,fail,"empty imperativ on non-modal verb"
1432,"C2","svälla",1,fail,"empty imperativ on non-modal verb"
1433,"C2","valla",1,fail,"empty imperativ on non-modal verb"
1434,"C2","anskaffa",1,fail,"empty imperativ on non-modal verb"
1435,"C2","bestiga",,fail,"empty imperativ on non-modal verb"
1436,"C2","översvämma",1,fail,"empty imperativ on non-modal verb"
1437,"C2","rangordna",1,fail,"empty imperativ on non-modal verb"
1438,"C2","grädda",1,fail,"empty imperativ on non-modal verb"
1439,"C2","multiplicera",1,fail,"empty imperativ on non-modal verb"
1440,"C2","koda",1,fail,"empty imperativ on non-modal verb"
1441,"C2","bemanna",1,fail,"empty imperativ on non-modal verb"
1442,"C2","dekorera",1,fail,"empty imperativ on non-modal verb"
1443,"C2","ackumulera",1,fail,"empty imperativ on non-modal verb"
1444,"C2","assistera",1,fail,"empty imperativ on non-modal verb"
1445,"C2","efterfölja",2a,fail,"empty imperativ on non-modal verb"
1446,"C2","stelna",1,fail,"empty imperativ on non-modal verb"
1447,"C2","restaurera",1,fail,"empty imperativ on non-modal verb"
1448,"C2","stöna",1,fail,"empty imperativ on non-modal verb"
1449,"C2","återse",,fail,"empty imperativ on non-modal verb"
1450,"C2","fresta",1,fail,"empty imperativ on non-modal verb"
1451,"C2","yla",1,fail,"empty imperativ on non-modal verb"
1452,"C2","ströva",1,fail,"empty imperativ on non-modal verb"
1453,"C2","återupptäcka",2b,fail,"empty imperativ on non-modal verb"
1454,"C2","kila",1,fail,"empty imperativ on non-modal verb"
1455,"C2","kalkylera",1,fail,"empty imperativ on non-modal verb"
1456,"C2","betinga",1,fail,"empty imperativ on non-modal verb"
1457,"C2","förorena",1,fail,"empty imperativ on non-modal verb"
1458,"C2","infektera",1,fail,"empty imperativ on non-modal verb"
1459,"C2","limma",1,fail,"empty imperativ on non-modal verb"
1460,"C2","innesluta",,fail,"empty imperativ on non-modal verb"
1461,"C2","eskortera",1,fail,"empty imperativ on non-modal verb"
1462,"C2","förbrylla",1,fail,"empty imperativ on non-modal verb"
1463,"C2","diagnostisera",1,fail,"empty imperativ on non-modal verb"
1464,"C2","sammanfoga",1,fail,"empty imperativ on non-modal verb"
1465,"C2","adressera",1,fail,"empty imperativ on non-modal verb"
1466,"C2","centrera",1,fail,"empty imperativ on non-modal verb"
1467,"C2","förestå",,fail,"empty imperativ on non-modal verb"
1468,"C2","avdela",1,fail,"empty imperativ on non-modal verb"
1469,"C2","returnera",1,fail,"empty imperativ on non-modal verb"
1470,"C2","stadfästa",,fail,"empty imperativ on non-modal verb"
1471,"C2","massera",1,fail,"empty imperativ on non-modal verb"
1472,"C2","förvarna",1,fail,"empty imperativ on non-modal verb"
1473,"C2","ledsaga",1,fail,"empty imperativ on non-modal verb"
1474,"C2","chockera",1,fail,"empty imperativ on non-modal verb"
1475,"C2","vidröra",,fail,"empty imperativ on non-modal verb"
1476,"C2","snarka",1,fail,"empty imperativ on non-modal verb"
1477,"C2","tunna",1,fail,"empty imperativ on non-modal verb"
1478,"C2","fela",1,fail,"empty imperativ on non-modal verb"
1479,"C2","ånga",1,fail,"empty imperativ on non-modal verb"
1480,"C2","planlägga",,fail,"empty imperativ on non-modal verb"
1481,"C2","kodifiera",1,fail,"empty imperativ on non-modal verb"
1482,"C2","betyg(s)sätta",,fail,"charset: infinitive=""betyg(s)sätta"""
1483,"C2","gnida",,fail,"empty imperativ on non-modal verb"
1484,"C2","gnistra",1,fail,"empty imperativ on non-modal verb"
1485,"C2","inkassera",1,fail,"empty imperativ on non-modal verb"
1486,"C2","uppkalla",1,fail,"empty imperativ on non-modal verb"
1487,"C2","försegla",1,fail,"empty imperativ on non-modal verb"
1488,"C2","fasta",1,fail,"empty imperativ on non-modal verb"
1489,"C2","inlämna",1,fail,"empty imperativ on non-modal verb"
1490,"C2","sammankoppla",1,fail,"empty imperativ on non-modal verb"
1491,"C2","mosa",1,fail,"empty imperativ on non-modal verb"
1492,"C2","gradera",1,fail,"empty imperativ on non-modal verb"
1493,"C2","brodera",1,fail,"empty imperativ on non-modal verb"
1494,"C2","överväldiga",1,fail,"empty imperativ on non-modal verb"
1495,"C2","rea",1,fail,"empty imperativ on non-modal verb"
1496,"C2","böna",1,fail,"empty imperativ on non-modal verb"
1497,"C2","avtäcka",2b,fail,"empty imperativ on non-modal verb"
1498,"C2","differentiera",1,fail,"empty imperativ on non-modal verb"
1499,"C2","projektera",1,fail,"empty imperativ on non-modal verb"
1500,"C2","bönfalla",1,fail,"empty imperativ on non-modal verb"
1501,"C2","klibba",1,fail,"empty imperativ on non-modal verb"
1502,"C2","formge",,fail,"empty imperativ on non-modal verb"
1503,"C2","pina",1,fail,"empty imperativ on non-modal verb"
1504,"C2","undervärdera",1,fail,"empty imperativ on non-modal verb"
1505,"C2","auktorisera",1,fail,"empty imperativ on non-modal verb"
1506,"C2","kurera",1,fail,"empty imperativ on non-modal verb"
1507,"C2","avvara",1,fail,"empty imperativ on non-modal verb"
1508,"C2","brådska",1,fail,"empty imperativ on non-modal verb"
1509,"C2","anträffa",1,fail,"empty imperativ on non-modal verb"
1510,"C2","överräcka",2b,fail,"empty imperativ on non-modal verb"
1511,"C2","artikulera",1,fail,"empty imperativ on non-modal verb"
1512,"C2","reklamera",1,fail,"empty imperativ on non-modal verb"
1513,"C2","överse",,fail,"empty imperativ on non-modal verb"
1514,"C2","flanera",1,fail,"empty imperativ on non-modal verb"
1515,"C2","förbluffa",1,fail,"empty imperativ on non-modal verb"
1516,"C2","pantsätta",,fail,"empty imperativ on non-modal verb"
1517,"C2","bullra",1,fail,"empty imperativ on non-modal verb"
1518,"C2","måtta",1,fail,"empty imperativ on non-modal verb"
1519,"C2","baktala",1,fail,"empty imperativ on non-modal verb"
1520,"C2","slutta",1,fail,"empty imperativ on non-modal verb"
1521,"C2","trasa",1,fail,"empty imperativ on non-modal verb"
1522,"C2","förutbestämma",,fail,"empty imperativ on non-modal verb"
1523,"C2","avresa",2b,fail,"empty imperativ on non-modal verb"
1524,"C2","transplantera",1,fail,"empty imperativ on non-modal verb"
1525,"C2","grönska",1,fail,"empty imperativ on non-modal verb"
1526,"C2","skrynkla",1,fail,"empty imperativ on non-modal verb"
1527,"C2","åska",1,fail,"empty imperativ on non-modal verb"
1528,"C2","gravera",1,fail,"empty imperativ on non-modal verb"
1529,"C2","maka",1,fail,"empty imperativ on non-modal verb"
1530,"C2","subtrahera",1,fail,"empty imperativ on non-modal verb"
1531,"C2","nolla",1,fail,"empty imperativ on non-modal verb"
1532,"C2","återgälda",1,fail,"empty imperativ on non-modal verb"
1533,"C2","bräda",1,fail,"empty imperativ on non-modal verb"
1534,"C2","mottaga",,fail,"empty imperativ on non-modal verb"
1535,"C2","docka",1,fail,"empty imperativ on non-modal verb"
1536,"C2","raffinera",1,fail,"empty imperativ on non-modal verb"
1537,"C2","syra",1,fail,"empty imperativ on non-modal verb"
1538,"C2","upphetsa",1,fail,"empty imperativ on non-modal verb"
1539,"C2","planta",1,fail,"empty imperativ on non-modal verb"
